,bigram,score
664,retail_store,57.29052631578947
665,talk_show,56.99057591623037
666,campaign_website,56.43899066712755
667,public_relation,55.97600215490854
668,political_action,55.69776564898516
669,public_policy,55.65327056016531
670,national_security,55.41534869198083
671,strategic_plan,55.34847457627119
672,full_time,54.67316828160643
673,customer_service,54.13726790450928
674,co_chaired,53.96504854368932
675,electrical_engineering,53.95836087243886
676,previously_served,53.89328560003047
677,new_england,53.31526530612245
678,following_graduation,53.1734693877551
679,houston_texas,53.150390625
680,trinity_college,53.10717189786958
681,small_business,52.93328146275044
682,secretary_commerce,52.78383620689655
683,federal_government,52.72474812709894
684,received_numerous,52.6533376330216
685,incumbent_republican,52.585507246376814
686,graduated_cum,52.0822966507177
687,board_visitor,51.93320610687023
688,high_level,51.88919491525424
689,economic_club,51.629407114624506
690,barbara_martin,51.2646781789639
691,television_station,51.248587570621474
692,board_director,51.09893773567553
693,award_outstanding,50.915270848182466
694,massachusetts_institute,50.79349547511312
695,music_video,50.49314503659417
696,initial_public,50.04306183434219
697,new_orleans,49.983061224489795
698,raised_million,49.84065934065934
699,fortune_powerful,49.84065934065934
700,law_firm,49.783925522400196
701,self_made,49.764705882352935
702,county_well,49.76253918495298
703,press_secretary,49.31628492323181
704,stevie_award,49.29891304347826
705,georgetown_university,49.25429864253394
706,fordham_university,49.25429864253394
707,co_author,49.11959524135102
708,state_senate,48.94615835777126
709,stanford_university,48.92224719101124
710,northwestern_university,48.785210084033615
711,investment_firm,48.37070441079658
712,television_show,48.29709823409353
713,health_human,48.26206771105705
714,special_election,48.232896136121944
715,announced_resignation,48.13620283018868
716,vice_chair,48.09650053022269
717,received_ba,48.07478653449799
718,brandeis_university,48.02294117647058
719,one_top,47.923587397719224
720,approximately_million,47.847032967032966
721,u_million,47.80564280010646
722,basketball_team,47.742105263157896
723,high_end,47.62275
724,harvard_business,47.563152796495956
725,humanitarian_award,47.538237577639755
726,environmental_engineering,47.446144905075556
727,university_southern,47.430065359477126
728,mba_columbia,47.40252576571345
729,training_program,47.28127413127413
730,central_bank,47.16972410804564
731,serf_board,47.149884491763764
732,japanese_american,47.03191161039442
733,american_express,46.7265095869503
734,social_enterprise,46.66152263374486
735,republican_candidate,46.51794871794871
736,philanthropic_effort,46.14980214810627
737,korean_music,46.09117854622442
738,institute_technology,46.06160818287711
739,need_know,45.9679054054054
740,center_performing,45.864606741573034
741,press_conference,45.838854576080855
742,vanderbilt_university,45.73613445378151
743,one_influential,45.70273822562979
744,four_child,45.425978090766826
745,export_council,45.342404887531245
746,reality_show,44.99255993386608
747,museum_art,44.914175683110216
748,social_networking,44.79506172839506
749,bloomberg_news,44.75822368421052
750,video_game,44.74595779665662
751,vice_chairman,44.601320282267245
752,pursue_career,44.51417666303163
753,young_entrepreneur,44.46568627450981
754,howard_university,44.328868778280544
755,two_son,44.17260206591244
756,seven_year,43.67181544633902
757,top_ten,43.6572192513369
758,public_health,43.59723419760022
759,social_entrepreneur,43.55075445816186
760,forbes_magazine,43.44348659003831
761,tech_startup,42.78773584905661
762,following_month,42.72056514913658
763,national_academy,42.69224088824974
764,baseball_hall,42.564650677789366
765,executive_vice,41.97377892030848
766,th_guam,41.86615384615384
767,sustainable_development,41.70574712643678
768,degree_economics,41.46216353478923
769,three_child,41.19382651046466
770,east_asian,41.17982345523329
771,medical_center,40.821901288311075
772,direct_consumer,40.636635141861625
773,social_impact,40.47746541722446
774,university_rochester,40.44037151702786
775,childhood_education,40.415346534653466
776,early_career,40.32460709474629
777,government_official,40.13223546761706
778,trump_administration,40.107590272660275
779,action_plan,39.82390243902439
780,advertising_campaign,39.79672418835917
781,executive_producer,39.70492600569722
782,best_comedy,39.58254545454545
783,five_year,39.25049528751544
784,united_way,39.22437540038437
785,american_banker,39.16126517763453
786,university_pennsylvania,39.15920272241128
787,numerous_award,38.0305900621118
788,young_people,37.57663628831815
789,comedy_series,37.5351724137931
790,academy_science,37.487520933499
791,yale_university,37.07034055727554
792,produced_documentary,36.898983050847455
793,educational_institution,36.774324324324326
794,named_one,36.762714477654676
795,cornell_university,36.58890756302521
796,purdue_university,36.58890756302521
797,year_ago,36.39317953861585
798,role_model,36.38588046530285
799,graduated_bachelor,36.12644854385043
800,key_role,36.088852869667726
801,consumer_product,36.062814736284125
802,clinton_presidential,35.85375494071146
803,across_united,35.59248878923767
804,received_master,35.492249811888634
805,ten_year,35.48335005015045
806,rockefeller_foundation,35.42590583640703
807,beard_foundation,35.42590583640703
808,th_annual,35.240870240870244
809,world_powerful,35.17406290392072
810,apple_inc,35.14377959535084
811,born_raised,35.10942997888811
812,republican_presidential,35.057004830917876
813,public_affair,34.90503562945368
814,resigned_position,34.82706766917293
815,woman_watch,34.698165332577744
816,month_later,34.600127145581695
817,republican_primary,34.55619047619048
818,ranked_number,34.545223738495714
819,inducted_colorado,34.51966173361522
820,seoul_national,34.40570344876028
821,single_mother,33.84701492537314
822,presidential_primary,33.80496894409938
823,graduate_school,33.64244505494506
824,dallas_texas,33.56866776315789
825,national_gugak,32.9721324717286
826,held_position,32.88640275387264
827,mozilla_corporation,32.86594202898551
828,four_year,32.75386158475426
829,republican_nomination,32.68828828828829
830,food_drug,32.6294964028777
831,earned_mba,32.42645306500729
832,american_humane,32.413885028785344
833,founder_ceo,32.28007512603381
834,two_child,32.2763528539659
835,government_relation,31.960981338901217
836,state_department,31.89212192956496
837,york_time,31.614179206759793
838,brother_law,31.349877598041566
839,civil_society,31.309300095877276
840,police_department,31.20756880733945
841,moved_back,31.150015898251194
842,world_forbes,31.048709847288045
843,science_degree,30.902874223359266
844,business_administration,30.666270729590202
845,district_columbia,30.264689527340128
846,fortune_list,30.12756273577169
847,charitable_foundation,29.975766476959794
848,civil_war,29.904395604395603
849,co_chair,29.642386928723656
850,st_paul,29.622278664731496
851,big_data,29.430064888248015
852,son_david,29.345434938892883
853,member_delta,29.308562197092087
854,founding_member,29.308562197092087
855,stanford_graduate,29.120385232744784
856,three_year,29.08053131356687
857,senior_fellow,29.01172707889126
858,cancer_research,28.98083067092652
859,dartmouth_college,28.766384778012686
860,representative_th,28.6754478398314
861,multi_billion,28.585084033613445
862,board_regent,28.327203331020122
863,governing_board,28.327203331020122
864,assumed_role,28.06910778751934
865,art_science,27.913950307727376
