,bigram,score
257,managing_director,193.62130553924447
258,official_website,192.46122540353133
259,second_round,192.31759671779832
260,stevie_award,191.7633517495396
261,cdu_csu,186.58984569437533
262,union_ver,186.5312801433099
263,jean_claude,185.94196428571428
264,et_loire,184.78704525288376
265,europe_pace,182.55971948279642
266,le_monde,181.24891209747605
267,north_brabant,179.2725968436155
268,nd_constituency,176.11140691556002
269,secondary_school,173.86458507263316
270,younger_brother,172.96926910299004
271,knight_order,172.11157024793388
272,th_arrondissement,170.98111658456486
273,basel_stadt,170.00408163265305
274,rutte_cabinet,169.51973951973952
275,socialist_unity,167.3306932966024
276,rd_constituency,166.9797043347532
277,vote_cast,165.28174603174602
278,high_school,165.15067406819983
279,far_right,164.59128373038274
280,jean_castex,164.06643907563026
281,protestant_church,163.46546310832025
282,elder_among,163.20924764890282
283,among_duty,161.73889406648027
284,entering_politics,156.81852409638554
285,alliance_green,151.15916151322475
286,ille_et,150.90942028985506
287,long_term,149.1910489405022
288,associate_professor,146.52087242026266
289,deutsche_telekom,146.4521800281294
290,graduating_high,146.38355201499533
291,north_holland,145.12543554006967
292,board_trustee,144.9393772893773
293,co_chaired,144.88495496862984
294,taking_office,143.80265156746307
295,private_sector,139.714874448917
296,barbara_stamm,139.20788770053474
297,urban_development,139.15473463153876
298,van_ginneken,137.25065905096662
299,van_dijk,137.25065905096662
300,electoral_district,136.55170152776867
301,police_officer,134.64762931034483
302,lost_seat,134.35806451612902
303,prime_minister,133.3258642765685
304,preferential_vote,132.81568877551018
305,would_stand,131.52393583428068
306,chamber_representative,130.48004630022936
307,union_popular,129.77006480558325
308,housing_urban,129.5578563810878
309,indre_et,129.35093167701865
310,fashion_designer,128.95046439628484
311,interior_kingdom,128.79097093382808
312,higher_education,128.01062521952932
313,annual_budget,127.13980463980464
314,cabinet_balkenende,126.03183248608084
315,round_voting,126.02844271113501
316,friendship_group,125.90766319299112
317,sex_worker,125.57119666048237
318,saint_martin,125.16578182910949
319,elementary_school,125.07181822731596
320,christian_democratic,124.2381103149475
321,democratic_socialism,123.70076761399982
322,retrieved_february,122.6885204511025
323,elderly_care,122.35898942420681
324,chancellor_helmut,122.26320939334637
325,parliamentary_friendship,118.54573115796026
326,development_cooperation,116.36214878671775
327,jean_pierre,116.21372767857142
328,abstained_vote,116.21372767857142
329,de_sarnez,115.82994403309348
330,network_agency,114.51571091908876
331,delegation_working,113.74529675931545
332,year_old,113.28894157736994
333,left_wing,113.21242992897587
334,migrant_crisis,113.02849389416555
335,shadow_cabinet,111.78475577026302
336,supervisory_board,111.40994974018228
337,education_bpb,111.24732905982907
338,committee_assignment,110.7337210624168
339,announced_candidacy,110.37630393408658
340,ecology_democracy,110.30455508474576
341,chamber_commerce,109.83913502109704
342,grand_coalition,107.99800930108066
343,christian_democrat,107.45872033023736
344,free_democratic,106.75421556724673
345,arrondissement_paris,106.27578916672742
346,co_founder,105.6316953416653
347,vice_president,105.39383508723131
348,van_rooy,104.57193070549837
349,europe_ecology,104.43034800922676
350,began_studying,104.41090101704627
351,completed_apprenticeship,104.19262038774234
352,verlag_isbn,104.08586565373851
353,van_den,103.70049794961922
354,best_result,103.11355009077407
355,together_bavarian,103.09653465346535
356,ebert_foundation,102.33660933660933
357,th_constituency,100.5786165517436
358,press_conference,100.50916988416989
359,form_coalition,100.46496119411455
360,world_war,100.2028869286287
361,board_trusteesgerman,99.9581912340533
362,high_profile,99.39623902252768
363,obtained_master,99.11005353955979
364,announced_would,98.43081649533262
365,central_african,98.39593668792818
366,health_welfare,96.7457957818452
367,miss_france,96.41435185185186
368,electing_president,96.40405227361748
369,presidential_primary,96.14727608494921
370,health_insurance,95.34142132694745
371,de_rothschild,95.1172977910646
372,contemporary_art,94.17621344588483
373,lead_candidate,94.03961412151067
374,national_assembly,91.7411942281194
375,infrastructure_water,91.68170812238608
376,anti_racism,91.33991228070175
377,de_croo,90.79378425510713
378,research_assistant,90.48428022732408
379,cabinet_kok,90.21225904266839
380,st_constituency,89.83620917334272
381,van_der,89.66635483656319
382,right_wing,89.55513252152754
383,french_ratification,89.16388880393896
384,health_care,88.96406872982722
385,municipal_councillor,88.82135926470902
386,chief_staff,88.65687526607067
387,vrijheid_en,88.03846966814626
388,active_politics,87.8183734939759
389,dutch_parlement,87.0514814071696
390,climate_protection,86.84528773978315
391,university_applied,86.74215703651187
392,municipal_councilor,86.39727633477634
393,grammar_school,86.35911258552768
394,hiv_aid,85.70164609053498
395,page_senate,85.35040983606558
396,canton_bern,85.08886618998979
397,hauts_de,84.89808397880147
398,trade_union,83.86792618013727
399,winning_vote,82.64087301587301
400,passed_abitur,82.37935126582278
401,et_garonne,82.31422924901186
402,began_career,81.93209536548903
403,world_population,80.71899224806201
404,administrative_court,79.16720973172586
405,eva_maria,78.42402560723028
406,order_orange,78.23253193087905
407,delegation_relation,77.9105873550318
408,foreign_affair,77.72356758132237
409,jean_michel,77.47581845238095
410,legal_affair,77.4575547558056
411,social_democratic,77.2435239655921
412,took_place,77.20010379596678
413,business_administration,77.1624417204434
414,three_child,75.86187841892743
415,sub_committee,75.77042022921594
416,grand_decoration,75.61909949164851
417,balkenende_cabinet,75.61909949164851
418,belgian_chamber,74.94041319165149
419,marine_le,74.14728222169475
420,co_founded,73.10104546144505
421,bundestag_biography,73.09082680656125
422,berlin_wall,73.05270542839604
423,research_technology,72.02969563212334
424,cross_order,71.71315426997245
425,trade_unionist,71.71315426997245
426,first_round,71.13173458931814
427,west_germany,70.48159859209407
428,political_science,70.11119692648923
429,economic_cooperation,67.90739382082008
430,supreme_court,67.8576083414793
431,service_trade,67.78366636476848
432,cooperation_development,66.49265644955301
433,ministry_interior,66.40784438775509
434,leiden_university,66.29509762308999
435,cabinet_formation,65.92434314656536
436,co_chair,65.65416141235814
437,french_polynesia,65.54607301956227
438,family_senior,65.41528152239353
439,co_operation,65.09777021394831
440,advisory_board,64.56792809011239
441,politics_end,64.5196213425129
442,de_montmollin,64.08973006242856
443,germany_introduction,63.65060892462501
444,primary_school,63.63303032617829
445,education_culture,63.349173492402656
446,court_justice,63.190153799472796
447,brussels_capital,62.96447467876039
448,five_year,62.92880075542965
449,technical_university,62.66700770341839
450,announced_intention,62.63779231521167
451,east_germany,62.4265587529976
452,representing_department,62.34113068764968
453,first_female,62.33642638306863
454,addition_committee,62.02462476499337
455,united_service,61.290801583904106
456,van_themsche,61.00029291154071
457,world_bank,60.97477831688138
458,regional_planning,60.90039770733419
459,migration_refugee,60.75707478362346
460,high_level,60.59964250083139
461,french_legislative,60.50406740267286
462,worked_freelance,60.49527959331881
463,de_block,60.25025314624621
464,humboldt_university,59.98127880184332
465,civil_service,59.76553531797658
466,foreign_trade,58.94231857805955
467,top_candidate,58.82377864147873
468,leadership_successive,58.52051330086175
469,dutch_drs,58.498595505617985
470,secretary_general,58.466775455773714
471,young_liberal,58.41654978962132
472,de_rugy,58.36743273542601
473,legislative_election,58.20584291730402
474,political_career,58.19779789850212
475,powerful_woman,58.19346125186289
476,four_child,57.43711143543364
477,de_calais,57.34344268743608
478,seine_et,57.30737479361585
