,articles
0,"Prisca Thevenot (née Balasubramaniam; born 1 March 1985) is a French politician of Renaissance who has been the deputy minister for democratic renewal and spokeswoman of the Government in the Attal government since January 2024.Thevenot previously served as spokesperson for the party, then named La République en marche, from November 2020. She was elected deputy for Hauts-de-Seine's 8th constituency in the 2022 legislative election. She first joined the government in July 2023 as secretary of state for youth and the National Universal Service.


== Early life and education ==
Thevenot was born in Strasbourg to Mauritian parents who settled in France at the end of the 1970s to pursue university studies. In 1987, the family moved to the Paris region. 
She completed a classe préparatoire aux grandes écoles at Lycée Saint-Louis-de-Gonzague, and continued her studies at the EM Lyon Business School, from which she graduated in 2009.


== Political career ==
In the 2017 legislative election, Prisca Thevenot contested Seine-Saint-Denis's 4th constituency, but was defeated by incumbent communist member Marie-George Buffet.In November 2020, Thevenot was appointed spokeswoman for Emmanuel Macron’s party, La République en marche (LaREM), jointly with Maud Bregeon.In the June 2021 regional election, she was elected to the Regional Council of Île-de-France for Seine-Saint-Denis, on the list led by Laurent Saint-Martin.In the 2022 legislative election, Thevenot ran in Hauts-de-Seine's 8th constituency for LaREM’s Together coalition. She won the most votes in the first round, and was elected deputy in the second round with 65,75% of the votes cast, against Annie Larroque Comoy (LFI - NUPES). She became a member of the Social Affairs Committee in the National Assembly.In July 2023, Thevenot was appointed secretary of state for youth and the National Universal Service in the Borne government, a junior position jointly under the minister of the armed forces and the minister of national education and youth.In the Attal government formed in January 2024, she became deputy minister for democratic renewal and spokeswoman of the Government.


== Personal life ==
Thevenot is married and has two children.


== See also ==
List of deputies of the 16th National Assembly of France


== References ==


== External links ==
Prisca Thevenot on the Government of France portal (in French)"
